Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB);Downloads;Rating;Rating Count
Jurassic Zoo  Dinosaur Hunting;Jurassic Zoo  Dinosaur Hunting v13+2.2 -VRP;com.DGStudios.JurassicZooDinosaurHunting;13;2026-02-26 15:55 UTC;532;78.36;0;0
Just An Adventure;Just An Adventure v10+1.0 -VRP v76;com.IndieGabe.JustAnAdventure;10;2025-05-22 16:43 UTC;475;02.81;0;0
Just Dance VR - Welcome to Dancity;Just Dance VR - Welcome to Dancity v9127+0.5.4 -VRP;com.ubisoft.justdancevr;9127;2026-01-25 12:14 UTC;8500;93.19;0;0
Just Drive;Just Drive v1+1.0 -VRP v76;com.JustDrive.JustDrive;1;2025-05-22 16:43 UTC;562;51.54;0;0
JUST HOOPS;JUST HOOPS v997+1.8.883 -VRP;io.rc.gba;997;2026-01-24 13:13 UTC;985;72.58;0;0
Kaiju Battle Simulator;Kaiju Battle Simulator v160+0.4.9 -VRP;com.twolivesleft.kbs;160;2026-03-14 20:24 UTC;603;96.46;0;0
KAIJU MONSTER VR;KAIJU MONSTER VR v6+1 -VRP v76;com.VRAAR.KaijuMonsterVR;6;2025-05-22 20:34 UTC;315;47.74;0;0
Kaiten Sushi VR;Kaiten Sushi VR v3+1.0 -VRP v76;com.monacrea.KaitenSushiVR;3;2025-05-22 20:35 UTC;116;25.14;0;0
KARAKURI KENGEKI;KARAKURI KENGEKI v6+1.0 -VRP v76;com.kento.tomonari.KarakuriKengeki;6;2025-05-22 20:34 UTC;805;16.20;0;0
Karga;Karga v2024+0.2024 -VRP v76;tech.belivr.Karga;2024;2025-05-22 20:35 UTC;1450;10.80;0;0
Kartoffl;Kartoffl v251+1.1.2 -VRP v76;com.breach.kartofflgame;251;2025-04-29 20:49 UTC;230;34.96;0;0
Kebab Simulator VR;Kebab Simulator VR v15+1.0 -VRP v76;de.uluni.kebabsimulatorvr;15;2025-06-01 14:30 UTC;383;62.95;0;0
Keep Talking and Nobody Explodes;Keep Talking and Nobody Explodes v87+1.10.15 -VRP;com.steelcrategames.keeptalkingandnobodyexplodes;87;2026-02-18 17:48 UTC;161;96.54;0;0
Kid Setas;Kid Setas v1+0.1 -VRP v76;com.realdragonvr.setas;1;2025-05-22 20:35 UTC;66;47.55;0;0
Kill It With Fire VR;Kill It With Fire VR v4208+1.0.5.4208 -VRP v76;com.TinyBuild.killitwithfirevr;4208;2025-05-22 20:35 UTC;1764;84.60;0;0
Killer Frequency;Killer Frequency v767+1.0.767.38513 -VRP v76;com.team17.killerfrequency;767;2025-05-22 20:35 UTC;1976;68.85;0;0
Killer Gorilla;Killer Gorilla v15+0.4.1 -VRP;com.VRMonkey.KillerKong;15;2025-09-02 16:22 UTC;903;26.63;0;0
KinderQuest - Animal Detection;KinderQuest - Animal Detection v14+2025.04.22 -VRP;com.ProvenReality.AnimalDetection;14;2026-01-02 22:40 UTC;163;04.37;0;0
King Of Hell - Prototype Version;King Of Hell - Prototype Version v7+0.1.3.3 -VRP v76;com.mimicland.kingofhell;7;2025-05-22 20:35 UTC;237;32.45;0;0
King of Magic;King of Magic v3+1.0.2 -VRP v76;studio.NewFolderGames.KingOfMagic;3;2025-05-22 20:36 UTC;387;50.29;0;0
Kingdom of Blades;Kingdom of Blades v1+1.0.0 -VRP v76;com.chesstar.KingdomOfBlades.itch;1;2025-05-22 20:36 UTC;276;15.02;0;0
Kingspray Graffiti;Kingspray Graffiti v725+71.5 -VRP v76;com.infectiousape.kingspray;725;2025-05-22 20:36 UTC;1366;83.23;0;0
Kitchen Assembly;Kitchen Assembly v27+1.3.0-KitchenAssembly-AppLab-Meta-rc-1 -VRP v76;com.Futuclass.KitchenVR;27;2025-05-22 20:36 UTC;165;34.12;0;0
Kitchen Island VR;Kitchen Island VR v9+0.9 -VRP v76;com.VRBuddyGames.KitchenIslandVR;9;2025-05-22 20:36 UTC;612;18.18;0;0
kitchenVR;kitchenVR v5+0.1 -VRP v76;FINE.kitchenVR;5;2023-08-25 10:41 UTC;166;17.38;0;0
Kizuna AI - Touch the Beat!;Kizuna AI - Touch the Beat! v76+2.0.0 -VRP v76;com.activ8.kizunaaivr;76;2025-05-22 20:36 UTC;791;54.85;0;0
Knights of Neon;Knights of Neon v234+2.0.10 -VRP;com.RealityShift.KnightsOfNeon;234;2025-12-22 17:14 UTC;1415;28.87;0;0
Knockout League;Knockout League v57+1.0 -VRP v76;com.grab.knockout;57;2025-05-22 20:36 UTC;1327;63.64;0;0
KORG Gadget VR;KORG Gadget VR v61+1.4 -VRP v76;jp.co.detune.KORGGadegtVR;61;2025-05-22 20:34 UTC;1989;50.93;0;0
KOTC VR Basketball;KOTC VR Basketball v1+0.1 -VRP v76;com.millennialdave.kotcvrbball;1;2025-05-22 20:35 UTC;135;35.83;0;0
KUBIKOS;KUBIKOS v13+1.0 -VRP;com.LicengGames.KUBIKOS;13;2026-03-15 10:01 UTC;117;75.66;0;0
KungFu VR;KungFu VR v11+1.0.1 -VRP v76;com.GulitaTech.KungfuVR;11;2025-08-07 09:52 UTC;964;46.82;0;0
Labyrinth deLux - A Crusoe Quest;Labyrinth deLux - A Crusoe Quest v302+3.5.0 -VRP v76;com.K5Factory.Tesseralux;302;2025-07-09 05:15 UTC;231;19.32;0;0
Labyrinth Trap;Labyrinth Trap v194+2.2.1 -VRP v76;com.CendaGames.Labyrinth;194;2025-05-23 12:31 UTC;80;31.88;0;0
Lagazuoi- Echoes of The Great War - EARLY ACCESS;Lagazuoi- Echoes of The Great War - EARLY ACCESS v4+4 -VRP;com.RealverseVr.LagazuoiEchoesoftheGreatWar;4;2026-01-19 11:07 UTC;842;37.43;0;0
Laid-Back Camp - Virtual - Fumoto Campsite;Laid-Back Camp - Virtual - Fumoto Campsite v6+1.2.1 -VRP v76;jp.co.gemdrops.lbcb_q;6;2025-05-23 12:31 UTC;150;43.82;0;0
Landz and Seaz Mixed Reality;Landz and Seaz Mixed Reality v557+1.557 -VRP v76;com.ZOSUStudiosLLC.ZOSUhands;557;2025-05-23 12:31 UTC;2399;22.44;0;0
Las Vegas;Las Vegas v2+1.0 -VRP v76;com.press360.Las_Vegas;2;2025-05-23 12:31 UTC;976;19.89;0;0
Laser Blaze;Laser Blaze v1+1.0.0 -VRP v76;cz.bkral.LaserBlaze;1;2025-05-23 12:32 UTC;220;30.96;0;0
Laser Matrix;Laser Matrix v476+0.7.0+476 -VRP;com.Breach.LaserMatrix;476;2026-02-14 17:44 UTC;176;90.64;0;0
Laser Thief;Laser Thief v8+0.8 -VRP v76;com.MCircleGames.LaserThief;8;2025-05-23 12:32 UTC;0;16.32;0;0
Laser Thief (MR-Fix);Laser Thief (MR-Fix) v8+0.8 -VRP v76;com.mrf.MCircleGames.LaserThief;8;2025-05-23 12:32 UTC;310;82.31;0;0
Last Labyrinth;Last Labyrinth v37+1.1.0 -VRP v76;jp.co.amata.lastlabyrinth;37;2025-05-23 12:32 UTC;3003;68.89;0;0
Last Stand;Last Stand v5487+0.3.2 -VRP;com.soulassembly.shackattack;5487;2026-02-11 11:52 UTC;0;29.90;0;0
Last Stand (MR-Fix);Last Stand (MR-Fix) v5487+0.3.2 -VRP;com.mrf.soulassembly.shackattack;5487;2026-02-11 11:52 UTC;1554;87.18;0;0
Lavrynthos;Lavrynthos v15+1.14 -VRP v76;DeliriumXR.LAVRYNTHOS;15;2025-05-23 12:32 UTC;1036;36.90;0;0
Lawn Mowing Simulator VR;Lawn Mowing Simulator VR v50+1.0.50 -VRP v76;com.Curve.LawnMowingSimulatorVR;50;2025-05-23 12:32 UTC;1202;63.07;0;0
LAX VR;LAX VR v92+2.219c -VRP;com.DuperStudios.LAXVR;92;2026-02-13 13:28 UTC;565;60.63;0;0
Layers of Fear VR;Layers of Fear VR v36+2.0 -VRP v76;com.bloober.layersoffearvr;36;2025-05-23 12:32 UTC;1806;70.79;0;0
Legacy - Reawakening;Legacy - Reawakening v49+1.0.18 -VRP;com.nosignalproductions.Legacyawake;49;2026-02-11 11:52 UTC;286;65.04;0;0
Legend of Legends- Orbs of Power;Legend of Legends- Orbs of Power v90+0.86.5 -VRP;com.JacintheBox.LegendofLegends;90;2025-12-14 23:02 UTC;515;22.82;0;0
Legend Of The ShieldBearers;Legend Of The ShieldBearers v2+0.3 -VRP v76;com.SpacePupStudio.LegendOfTheShieldbearers;2;2025-05-23 12:32 UTC;208;05.14;0;0
Legendary Tales;Legendary Tales v62+1.0 -VRP;com.TestBuild.LegendaryTales;62;2026-02-16 10:38 UTC;6004;91.33;0;0
Legends BMX;Legends BMX v1236+1.2.36 -VRP;com.SagaLegendsGames.LegendsBMX;1236;2025-10-11 18:23 UTC;536;12.17;0;0
LEGO Bricktales;LEGO Bricktales v201435+2.1 -VRP;com.thunderful.legobricktales;201435;2025-11-12 10:41 UTC;495;93.72;0;0
LES MILLS BODYCOMBAT;LES MILLS BODYCOMBAT v300000015+3.0.0 -VRP;com.odders.shapeit;300000015;2026-01-15 23:16 UTC;9335;88.59;0;0
LES MILLS BODYCOMBAT (MR-Fix);LES MILLS BODYCOMBAT (MR-Fix) v300000015+3.0.0 -VRP;com.mrf.odders.shapeit;300000015;2026-01-15 23:16 UTC;9335;94.26;0;0
LES MILLS XR DANCE;LES MILLS XR DANCE v105010006+1.5.1 -VRP;com.odders.lesmillsdance;105010006;2025-08-27 16:05 UTC;15953;69.08;0;0
LES MILLS XR DANCE (MR-Fix);LES MILLS XR DANCE (MR-Fix) v105010006+1.5.1 -VRP;com.mrf.odders.lesmillsdance;105010006;2025-08-27 16:05 UTC;15953;80.33;0;0
Let Us Fight;Let Us Fight v6+1.0.5 -VRP;com.FPS.LetsFight;6;2025-11-04 10:14 UTC;338;21.03;0;0
Lets Create! Pottery VR;Lets Create! Pottery VR v694+1.13 -VRP v76;com.idreams.potteryvrq;694;2025-05-23 12:32 UTC;206;62.19;0;0
Lets Go Chopping;Lets Go Chopping v2+.2 -VRP v76;com.SoaringRocStudio.LetsGoChopping;2;2025-05-23 12:50 UTC;307;21.26;0;0
Lets Plane;Lets Plane v9+1.0 -VRP v76;com.feiyugame.letsplane;9;2025-05-23 12:32 UTC;168;01.98;0;0
Librarium;Librarium v134+134 -VRP v76;com.LibrariumIncorporated.Librarium;134;2025-05-23 12:34 UTC;779;10.16;0;0
Lies Beneath;Lies Beneath v55578+1.0-55578 -VRP v76;com.Drifter.Kodiak;55578;2025-05-23 12:34 UTC;1773;75.85;0;0
Lifted;Lifted v7+1.1.0 -VRP v76;com.AutonomousUnit.Lifted;7;2025-06-15 21:41 UTC;113;00.42;0;0
Liftoff XR Drone;Liftoff XR Drone v12+0.4 -VRP;com.mrf.LuGusStudios.LiftoffXR;12;2025-11-25 10:43 UTC;201;60.56;0;0
Light Balance VR;Light Balance VR v10+1.05 -VRP v76;com.LightBalanceVRQuest.LightBallance_Q;10;2025-05-23 12:34 UTC;1328;35.76;0;0
Lightning Archer;Lightning Archer v14+2.3 -VRP v76;io.dreamgrid.archer;14;2025-05-23 12:34 UTC;367;36.97;0;0
LIMINAL;LIMINAL v1154+2.17.92 -VRP;com.LiminalVR.Liminal;1154;2026-03-03 19:56 UTC;1169;91.18;0;0
LIMINAL PHASE;LIMINAL PHASE v44+1.0.13 -VRP;com.anananasstudio.liminalphase;44;2026-01-24 13:15 UTC;376;46.71;0;0
Limitless Racing;Limitless Racing v215+1 -VRP v76;com.SerhatGoksel.LimitlessArcadeRacing;215;2025-05-23 12:34 UTC;302;25.56;0;0
Linelight;Linelight v78+2.1.4 -VRP;com.mydogzorro.linelightvr;78;2025-12-17 21:39 UTC;188;63.56;0;0
LIT;LIT v99+1.32 -VRP;com.rr.lit;99;2026-03-06 22:13 UTC;1730;88.74;0;0
Little Island;Little Island v10004+1.0 -VRP v76;com.StudioNayuta.LittleIsland;10004;2025-05-23 12:35 UTC;383;39.14;0;0
Little Thief;Little Thief v32+1.4.0 -VRP R2;com.mydearest.littlethief;32;2026-03-07 15:58 UTC;449;77.63;0;0
Little Witch Academia- VR Broom Racing;Little Witch Academia- VR Broom Racing v827+1.3.0 -VRP v76;com.UNIVRS.LWAVR;827;2025-05-23 12:35 UTC;1966;48.50;0;0
LittleMon's LittleWorld;LittleMon's LittleWorld v22+1.0.3 -VRP;com.overay.monster;22;2026-02-07 11:21 UTC;0;04.03;0;0
LittleMon's LittleWorld (MR-Fix);LittleMon's LittleWorld (MR-Fix) v22+1.0.3 -VRP;com.mrf.overay.monster;22;2026-02-07 12:01 UTC;359;62.23;0;0
LivePortal;LivePortal v5+1.0 -VRP;com.KevinSheep.LivePortal;5;2025-12-25 16:19 UTC;1119;47.01;0;0
Living Room;Living Room v130+2026.02.18.r -VRP;com.Thoughtfish.LivingRoomMR;130;2026-02-26 20:26 UTC;0;45.00;0;0
Living Room (MR-Fix);Living Room (MR-Fix) v130+2026.02.18.r -VRP;com.mrf.Thoughtfish.LivingRoomMR;130;2026-02-26 20:26 UTC;253;89.73;0;0
Livro;Livro v12+0.1.2 -VRP v76;com.chronicbite.livro;12;2025-05-23 12:36 UTC;97;24.31;0;0
Loam Sandbox;Loam Sandbox v72+0.27 -VRP v76;com.AmebousLabs.LoamSandBox;72;2025-05-23 12:36 UTC;844;00.34;0;0
Loco Dojo Unleashed;Loco Dojo Unleashed v106+106 -VRP;com.makereal.LocoDojoQuest;106;2025-10-17 17:42 UTC;1069;56.79;0;0
LOFI Katana;LOFI Katana v8+0.9 -VRP v76;com.LofiClan.LOFIKatana;8;2025-05-23 12:31 UTC;428;27.54;0;0
LoopSpace;LoopSpace v11+0.9.3 -VRP v76;com.Chesstar.LoopSpace.Quest;11;2025-05-23 12:36 UTC;221;00.80;0;0
Lord Sword;Lord Sword v4+1.0.3 -VRP;com.initiumStudio.LordSword;4;2026-01-01 16:15 UTC;2751;49.37;0;0
Lost in Place;Lost in Place v43+1.1.1 -VRP v76;com.brightcornersllc.lostinplace;43;2025-05-23 12:36 UTC;661;09.74;0;0
LOST IN TIME- VR 360 Sci-Fi Short Film;LOST IN TIME- VR 360 Sci-Fi Short Film v7+1.0.13 -VRP;com.IMC.Lost_in_Time;7;2025-12-17 21:39 UTC;4284;58.96;0;0
Lost Recipes;Lost Recipes v273175+1.0.1+273175 -VRP v76;com.SchellGames1.LostRecipes;273175;2025-05-23 12:36 UTC;495;48.76;0;0
LOVE ON First Story;LOVE ON First Story v31+1.05 -VRP;com.Looksten.LoveOnFirstStory;31;2026-02-01 15:40 UTC;892;83.83;0;0
LOVESICK;LOVESICK v898+1.0.1 -VRP v76;com.RoseCityGames.Lovesick;898;2025-06-28 14:47 UTC;1467;27.62;0;0
Lucid Lumora;Lucid Lumora v4+1 -VRP;com.VirtualGrape.LucidLumora;4;2025-11-06 21:21 UTC;167;42.34;0;0
Lucky Fish Bread;Lucky Fish Bread v21+0.2.1 -VRP v76;com.VisualLight.LuckyFishBread;21;2025-05-23 12:36 UTC;940;27.08;0;0
Luckys Tale;Luckys Tale v44+1.0.55 -VRP v76;com.playful.LuckysTale;44;2025-05-23 12:36 UTC;3744;77.44;0;0
Luna;Luna v8+8 -VRP v76;com.funomena.luna;8;2025-05-23 12:36 UTC;737;54.93;0;0
Mad Max VR;Mad Max VR v2+2 -VRP v76;com.owlstudiogame.madmaxvr;2;2025-05-25 19:29 UTC;376;62.38;0;0
MAD SURGEON -Goblin Hospital-;MAD SURGEON -Goblin Hospital- v14+1.3.1 -VRP;com.mydearest.madsurgeon;14;2025-11-11 06:44 UTC;286;61.16;0;0
MADiSON;MADiSON v201+1.0.1q3 -VRP v76;com.BLOODIOUSGAMESLLC.MADiSONVR;201;2025-05-25 19:29 UTC;2791;88.97;0;0
Madrid Noir;Madrid Noir v136+1.1.3 -VRP v76;com.noghost.madridnoirvr;136;2025-05-25 19:29 UTC;737;44.35;0;0
Maestro;Maestro v357+0.0.357 -VRP;io.doublejack.maestro;357;2025-12-17 21:39 UTC;2117;88.63;0;0
Maestro;Maestro v384+0.0.384 -VRP;io.doublejack.maestro;384;2025-12-19 21:58 UTC;2387;97.49;0;0
MAGE;MAGE v34+0.2.32 -VRP v76;com.micron.mage;34;2025-05-25 19:29 UTC;94;08.22;0;0
MageVR;MageVR v5+1.6.0 -VRP;com.dengxianxr.magevr16;5;2026-03-16 17:28 UTC;905;69.11;0;0
Magic Color Merge Puzzle;Magic Color Merge Puzzle v26+1.0 -VRP;com.pixelbrainstudio.MagicColorMerge;26;2025-09-02 16:22 UTC;288;29.75;0;0
Magic Essence- Ether Gems;Magic Essence- Ether Gems v29+2.0 -VRP;com.samples.EtherGems;29;2025-06-13 22:13 UTC;1213;51.84;0;0
Magic Guardian;Magic Guardian v2+1.0 -VRP v76;com.palvesoft.magicguardianquest2;2;2025-05-24 10:13 UTC;324;19.78;0;0
Magic Keys;Magic Keys v17+1.0.0 -VRP v76;com.pianova.magickeysbeta;17;2025-08-02 13:27 UTC;249;71.97;0;0
Magic Puzzle- Dragon & Sword;Magic Puzzle- Dragon & Sword v113+1.1.3 -VRP v76;com.leafboatstudio.magicpuzzle;113;2025-05-24 10:13 UTC;339;25.03;0;0
Magical Doodle - Draw Your Dreams;Magical Doodle - Draw Your Dreams v21+3.2 -VRP;com.tarya.arstargraffiti.quest;21;2026-01-13 20:54 UTC;176;52.64;0;0
Magitek VR;Magitek VR v87+0.11.17 -VRP;com.TekStudios.MagitekVR;87;2025-12-19 21:58 UTC;2075;52.00;0;0
Magnetic Me;Magnetic Me v264+2.64 -VRP;cz.gamify.magneticme;264;2026-02-07 11:02 UTC;857;52.23;0;0
Make it Rain VR;Make it Rain VR v1+0.1 -VRP;com.CorvusVR.MakeitRainVR;1;2026-01-19 11:07 UTC;21;55.23;0;0
Make It Stable;Make It Stable v103000005+1.3.0 -VRP v76;com.odders.makeitstable;103000005;2025-05-24 10:13 UTC;354;13.88;0;0
Manny Boxing VR;Manny Boxing VR v21+1.6.0 -VRP v76;com.Appnori.Boxing2021GB;21;2025-07-03 11:11 UTC;594;72.19;0;0
Mansion Mystery;Mansion Mystery v21+1.7 -VRP v76;com.garagevr.mansionmystery;21;2025-05-24 10:13 UTC;374;11.41;0;0
Manual Defibrillator Simulator;Manual Defibrillator Simulator v23+2.2 -VRP v76;com.holopundits.DefibrillatorSimulator;23;2025-08-04 18:13 UTC;146;23.24;0;0
Mapiano XR;Mapiano XR v1+0.1.3 -VRP v76;com.tetrapillar.mapianoxr;1;2025-05-24 10:13 UTC;520;53.18;0;0
Marble Pop Paradise;Marble Pop Paradise v87+1.0.8 -VRP v76;com.winrgames.marblepopparadise;87;2025-05-25 19:30 UTC;683;08.75;0;0
Marblecraft;Marblecraft v10+0.9 -VRP;com.Veer.MarbleCraft;10;2026-01-07 20:55 UTC;343;60.86;0;0
Marco Polo Experience;Marco Polo Experience v6+1.1 -VRP;it.way.marco_polo_experience;6;2025-12-08 10:15 UTC;525;27.16;0;0
Mare;Mare v32+32 -VRP v76;com.VisionTrick.Mare;32;2025-05-24 10:14 UTC;917;37.92;0;0
Marimba VRCade;Marimba VRCade v172+0.2 -VRP;com.DefaultCompany.VRBand;172;2026-02-03 13:59 UTC;242;29.21;0;0
MarineVerse Kayaking;MarineVerse Kayaking v3062+0.3062 -VRP v76;com.marineverse.kayak;3062;2025-05-25 19:30 UTC;1840;39.22;0;0
MarineVerse Sailing Club;MarineVerse Sailing Club v6581+0.6581 -VRP;com.marineverse.cup;6581;2026-03-01 11:54 UTC;2126;82.92;0;0
Marion Surgical Robot Simulator;Marion Surgical Robot Simulator v48+1.0 -VRP v76 R2;com.marionsurgical.MarionSimulator;48;2025-08-10 18:41 UTC;1671;53.06;0;0
Marooned;Marooned v222+2.0.4 -VRP;com.JuicyGrapeApps.Marooned;222;2026-01-24 15:32 UTC;717;14.72;0;0
Mars Invasion- Red Dawn;Mars Invasion- Red Dawn v60+3.0 -VRP;com.DifranStudios.MarsInvasionRedDawn;60;2026-01-04 11:10 UTC;639;33.05;0;0
Mars Kitchen;Mars Kitchen v300021+1.6 -VRP;io.tacostudios.marskitchen;300021;2026-02-11 11:52 UTC;1176;70.60;0;0
Marvels Deadpool VR (English Only);Marvels Deadpool VR (English Only) v8742+1.0.40.356975.Quest -VRP;com.twistedpixelgames.PILO;8742;2025-12-13 09:06 UTC;34296;98.59;0;0
Marvels Iron Man VR;Marvels Iron Man VR v443305+0.2.1-443305 -VRP;com.camouflaj.salmon;443305;2025-12-05 16:35 UTC;12202;97.60;0;0
Maskmaker;Maskmaker v46+1.046 -VRP v76;com.innerspacevr.maskmaker;46;2025-05-24 10:14 UTC;3783;45.57;0;0
Master of the Tattooverse;Master of the Tattooverse v161+1.1.61 -VRP v76;com.ROGStudios.MasterOfTheTattooverseAPPLAB;161;2025-05-25 19:30 UTC;886;16.58;0;0
MasterBuilder;MasterBuilder v19+0.9.7 -VRP v76;com.MediaUp.MasterBuilder;19;2025-05-24 10:14 UTC;320;03.46;0;0
Masternoid;Masternoid v23+1.50 -VRP v76;com.PixelMagnet.Masternoid;23;2025-05-25 19:30 UTC;170;36.06;0;0
Masterpiece X;Masterpiece X v95+1.4.1 -VRP v76;com.masterpiecestudio.masterpiecex;95;2025-05-24 10:14 UTC;452;08.18;0;0
MASTERS OF LIGHT;MASTERS OF LIGHT v1237+1.2.53.367 -VRP;com.Albyon.FightBackPremiumPreAlpha;1237;2025-12-17 21:39 UTC;569;55.65;0;0
Matching Pairs VR;Matching Pairs VR v8+1.0 -VRP v76;com.WeirdEyeStudios.MatchingPairsVR;8;2025-05-24 10:14 UTC;783;06.58;0;0
Math World VR;Math World VR v32+3.7.7 -VRP v76;com.SkillPrepare.MathWorldVR;32;2025-05-24 10:14 UTC;563;41.61;0;0
Max Mustard;Max Mustard v1330+1.1.0 -VRP v76;com.ToastVR.Matilda;1330;2025-05-24 10:14 UTC;4575;74.86;0;0
Mayapan;Mayapan v12+1.27 -VRP v76;com.QuasarStudios.Mayapan;12;2025-05-24 10:14 UTC;460;32.48;0;0
Maze Chase - Running & Walking Game;Maze Chase - Running & Walking Game v2+0.2 -VRP v76;com.maze.chase.tulip;2;2025-05-24 10:14 UTC;277;29.52;0;0
MazeBall;MazeBall v64+0.1.0 -VRP v76;KissiStudio.MazeBall;64;2025-05-24 10:14 UTC;366;31.72;0;0
Mecha Force Early Access;Mecha Force Early Access v21+2.0.1 -VRP;com.mingkun.mechaforce;21;2026-03-11 08:19 UTC;2640;90.38;0;0
Mechanisms;Mechanisms v1+1.0 -VRP v76;com.NomadMonkey.Mechanisms;1;2025-05-24 10:15 UTC;521;41.12;0;0
Med Valley;Med Valley v195+4.0.5 -VRP v76;sm.md.MedValley;195;2025-07-29 19:09 UTC;1230;40.09;0;0
Medal of Honor- Above and Beyond;Medal of Honor- Above and Beyond v12297+0.518 -VRP v76;com.Virtuos.R6DLM;12297;2025-05-24 10:15 UTC;43892;93.95;0;0
Medieval Designer;Medieval Designer v19+0.0.9.980 -VRP v76;com.BigTopGameStudio.BTGSMedievalDesigner;19;2025-05-24 10:15 UTC;983;00.53;0;0
Medieval Dynasty New Settlement;Medieval Dynasty New Settlement v233+2.4 -VRP;com.com.spectralgames.Medieval;233;2025-10-01 21:51 UTC;1327;84.02;0;0
Medieval Dynasty New Settlement (wDLC);Medieval Dynasty New Settlement v227+2.3.1 -VRP v76;com.com.spectralgames.Medieval;227;2025-08-09 10:07 UTC;1295;69.91;0;0
Mega Fireball;Mega Fireball v521+1.1.0.521.1 -VRP;com.LuckyJuicebox.MegaFireballREL;521;2025-12-17 21:39 UTC;0;03.31;0;0
Mega Fireball (MR-FIX);Mega Fireball (MR-FIX) v521+1.1.0.521.1 -VRP;com.mrf.LuckyJuicebox.MegaFireballREL;521;2025-11-24 22:03 UTC;730;50.21;0;0
Mega Fireball (MR-Fix);Mega Fireball (MR-Fix) v521+1.1.0.521.1 -VRP;com.mrf.LuckyJuicebox.MegaFireballREL;521;2025-12-17 21:39 UTC;730;50.21;0;0
MEMOREUM;MEMOREUM v193+1.15 -VRP;com.Patient8Games.Memoreum;193;2026-02-19 11:23 UTC;7423;89.92;0;0
Men in Black- Most Wanted;Men in Black- Most Wanted v45382+1.1.2 -VRP;com.coatsink.mibmw;45382;2026-01-12 21:05 UTC;2897;83.26;0;0
Merlins Chess Beta;Merlins Chess Beta v10+v0.1.59.0c.p -VRP v76;com.teleporter.merlinschess;10;2025-05-25 19:30 UTC;771;49.71;0;0
Meta Horizon Worlds;Meta Horizon Worlds v1071+175.0.0.3.669 -VRP;com.facebook.horizon;1071;2024-08-15 13:47 UTC;580;80.79;0;0
Metacity Patrol;Metacity Patrol v203731+1.051 -VRP;com.Norainu.MetacityPatrol;203731;2026-03-02 21:40 UTC;1148;87.45;0;0
MetaDrive;MetaDrive v11+11 -VRP v76;org.mt.metadrive;11;2025-08-04 16:35 UTC;553;55.57;0;0
Metal Frog Solid - Road to Revenge;Metal Frog Solid - Road to Revenge v104+1.24 -VRP v76;com.PerryGamesLLC.MetalFrogSolid;104;2025-05-25 19:30 UTC;1080;04.07;0;0
Metal- Hellsinger VR;Metal- Hellsinger VR v4247+1.01 -VRP v76;com.lab42games.slayer;4247;2025-05-25 19:31 UTC;4308;80.22;0;0
Metamorphosis;Metamorphosis v90+1.0 -VRP v76;com.BlackSunProductions.Metamorphosis;90;2025-05-25 19:31 UTC;7487;41.88;0;0
Metro Awakening;Metro Awakening v916944+1.0-916944 -VRP;com.vertigogames.ImpactDevelopment;916944;2025-10-18 10:25 UTC;19166;97.34;0;0
Mezmer;Mezmer v15+.100014 -VRP v76;com.FankindMedia.Mezmer_6;15;2025-05-24 10:15 UTC;535;31.27;0;0
Micro Machines Mini Challenge Mayhem;Micro Machines Mini Challenge Mayhem v67+1.0 -VRP;com.wimogames.TRAC;67;2024-06-19 19:48 UTC;247;42.37;0;0
Micro Machines- Mini Challenge Mayhem;Micro Machines- Mini Challenge Mayhem v68+1.0 -VRP;com.wimogames.TRAC;68;2025-10-09 09:58 UTC;247;46.33;0;0
Midnights Silent Witness;Midnights Silent Witness v103+0.93 -VRP;com.monoku.msw;103;2025-10-02 08:36 UTC;423;11.83;0;0
Mindset;Mindset v65+65 -VRP v76;com.CarbonStudio.MindsetVR;65;2025-05-25 19:08 UTC;2204;35.07;0;0
Mindtopia;Mindtopia v23+0.14.1 -VRP v76;com.xverse.Mindtopia;23;2025-05-24 10:15 UTC;3482;58.43;0;0
MineAwareVR;MineAwareVR v121+0.1.0.121 -VRP;com.SACL.MineAwareVR;121;2025-09-20 10:21 UTC;979;16.62;0;0
Mini Games;Mini Games v8+1.7 -VRP v76;com.mobilefusionapps.minigames;8;2025-05-24 10:15 UTC;1052;44.50;0;0
Mini Golf Aeons;Mini Golf Aeons v13+1.293 -VRP;com.FrozenDreams.minigolfaeons;13;2025-11-23 11:11 UTC;662;48.65;0;0
Mini Motor Racing X;Mini Motor Racing X v126+1.3.6 -VRP v76;com.nextgenreality.mmrx;126;2025-05-24 21:45 UTC;1982;66.53;0;0
Mini Soldiers TD VR;Mini Soldiers TD VR v6+0.6.5 -VRP v76;com.nomadmonkey.MiniSoldiersTD;6;2025-05-25 19:08 UTC;310;13.85;0;0
Mini-Market Simulator VR;Mini-Market Simulator VR v56+1.0 -VRP v76;com.RushGamesStudio.MiniMarketSimulatorVR;56;2025-05-25 19:08 UTC;2217;66.19;0;0
Mirewood Manor;Mirewood Manor v7+0.7 -VRP v76;com.ZTInteractive.MirewoodManor;7;2025-05-24 10:15 UTC;1214;36.78;0;0
Mixed Reality Wild Animal Escape;Mixed Reality Wild Animal Escape v1+0.1 -VRP v76;com.VirtualGoLLC.MixedRealityWildAnimalEscape;1;2025-05-24 10:15 UTC;179;32.67;0;0
